Wavelength (nm),[θ]
408.0,-0.0033608618764563803
409.0,-0.0029285524841565044
410.0,-0.0025515368059741772
411.0,-0.002222791462363866
412.0,-0.001936177497156337
413.0,-0.0016863302159543544
414.0,-0.0014685625560919237
415.0,-0.001278780355668755
416.0,-0.0011134080815171576
417.0,-0.0009693237463521239
418.0,-0.0008438018961943795
419.0,-0.0007344636825896806
420.0,-0.0006392331521053192
421.0,-0.0005562989897937904
422.0,-0.0004840810453185265
423.0,-0.0004212010516185397
424.0,-0.0003664570175791364
425.0,-0.0003188008392724626
426.0,-0.00027731872991310525
427.0,-0.0002412141176091059
428.0,-0.00020979270305176295
429.0,-0.00018244940716435765
430.0,-0.0001586569720298275
431.0,-0.00013795600768048738
432.0,-0.00011994630303733259
433.0,-0.00010427924185578137
434.0,-9.065118434319283e-05
435.0,-7.879769249252e-05
436.0,-6.848849241782076e-05
437.0,-5.952308033971655e-05
438.0,-5.172689057944645e-05
439.0,-4.4947954179967455e-05
440.0,-3.905398575825548e-05
441.0,-3.392984406047594e-05
442.0,-2.9475318578027187e-05
443.0,-2.5603200608284167e-05
444.0,-2.2237602415246495e-05
445.0,-1.931249275544369e-05
446.0,-1.6770421065266442e-05
447.0,-1.4561406129330388e-05
448.0,-1.2641968128624939e-05
449.0,-1.0974285657510296e-05
450.0,-9.525461648622607e-06
