Wavelength (nm),[θ]
167.0,8066.895814915525
168.0,11289.812109414846
169.0,14991.653354611743
170.0,19050.52393308489
171.0,23292.117854704426
172.0,27498.09556334537
173.0,31419.7458266687
174.0,34795.47409672034
175.0,37370.15306469881
176.0,38914.20605707882
177.0,39240.469831042
178.0,38217.32979859081
179.0,35777.221438111745
180.0,31920.217578360953
181.0,26712.961845974125
182.0,20283.593411737
183.0,12813.514690504438
184.0,4526.90171488681
185.0,-4321.205929622231
186.0,-13457.515590363397
187.0,-22603.193721463344
188.0,-31486.17517436414
189.0,-39852.62221612482
190.0,-47477.11494908626
191.0,-54171.17598092614
192.0,-59789.76823550181
193.0,-64235.47319750417
194.0,-67460.16494443007
195.0,-69464.13870138252
196.0,-70292.81713139718
197.0,-70031.32293273689
198.0,-68797.35111236235
199.0,-66732.88026421254
200.0,-63995.31734173958
201.0,-60748.67062179921
202.0,-57155.294305468735
203.0,-53368.65517649692
204.0,-49527.45058400705
205.0,-45751.272874291266
206.0,-42137.88267953291
207.0,-38762.034179336464
208.0,-35675.69817072296
209.0,-32909.45835699873
210.0,-30474.814020707985
211.0,-28367.10659608797
212.0,-26568.79491658018
213.0,-25052.82914579784
214.0,-23785.911187406582
215.0,-22731.47443040587
216.0,-21852.26331883169
217.0,-21112.439577198475
218.0,-20479.18406554668
219.0,-19923.799218568995
220.0,-19422.34574281877
221.0,-18955.868337694406
222.0,-18510.278884531326
223.0,-18075.972457958713
224.0,-17647.252587024595
225.0,-17221.638527053092
226.0,-16799.120054240084
227.0,-16381.415599498301
228.0,-15971.27844792344
229.0,-15571.884169372755
230.0,-15186.321182376543
231.0,-14817.195987479363
232.0,-14466.355566663438
233.0,-14134.722000883536
234.0,-13822.228630774205
235.0,-13527.843075132148
236.0,-13249.660027070911
237.0,-12985.045793898826
238.0,-12730.816809624239
239.0,-12483.435578018727
240.0,-12239.209442425603
241.0,-11994.479978958881
242.0,-11745.793447755004
243.0,-11490.045418848298
244.0,-11224.595257344583
245.0,-10947.348486955141
246.0,-10656.807068704387
247.0,-10352.089283986728
248.0,-10032.92217929454
249.0,-9699.610419873505
250.0,-9352.985936645668
251.0,-8994.342974275682
252.0,-8625.363106406354
253.0,-8248.034529397648
254.0,-7864.569531509035
255.0,-7477.323511112797
256.0,-7088.718331347488
257.0,-6701.17218965486
258.0,-6317.037582012637
259.0,-5938.548379314458
260.0,-5567.776526188357
261.0,-5206.598433023706
262.0,-4856.670766786369
263.0,-4519.415057179115
264.0,-4196.010319764255
265.0,-3887.392751749236
266.0,-3594.26147208477
267.0,-3317.0892468767624
268.0,-3056.137154783787
269.0,-2811.472195909709
270.0,-2582.9869229353535
271.0,-2370.4202667802283
272.0,-2173.378833777994
273.0,-1991.358061048176
274.0,-1823.762726392379
275.0,-1669.9264146396247
276.0,-1529.1296409174874
277.0,-1400.6164207477493
278.0,-1283.6091558684495
279.0,-1177.3217726498224
280.0,-1080.9711068334539
281.0,-993.7865744402026
282.0,-915.0182047425601
283.0,-843.9431380778401
284.0,-779.8707100219433
285.0,-722.1462551446909
286.0,-670.153769329198
287.0,-623.3175705250292
288.0,-581.1030948150049
289.0,-543.0169587154215
290.0,-508.60641050364956
291.0,-477.4582837715947
292.0,-449.197555926187
293.0,-423.48560348299713
294.0,-400.0182351133199
295.0,-378.52357280857774
296.0,-358.7598414412776
297.0,-340.51311758514777
298.0,-323.5950798089296
299.0,-307.8407948329265
300.0,-293.10656695277976
301.0,-279.2678719804024
302.0,-266.21739159604266
303.0,-253.86315940138724
304.0,-242.12682605511557
305.0,-230.9420475973783
306.0,-220.2529983639405
307.0,-210.0130076902455
308.0,-200.18331784836457
309.0,-190.7319592873375
310.0,-181.6327382054667
311.0,-172.86433072238032
312.0,-164.40947739464576
313.0,-156.2542714919498
314.0,-148.3875342866452
315.0,-140.8002705776253
316.0,-133.48519774395604
317.0,-126.43634178215005
318.0,-119.64869400449135
319.0,-113.11792234836916
320.0,-106.84013155479526
321.0,-100.81166680695281
322.0,-95.02895576754439
323.0,-89.48838430925134
324.0,-84.18620158961349
325.0,-79.1184504750498
326.0,-74.28091966459152
327.0,-69.66911419898429
328.0,-65.27824136271575
329.0,-61.10320929337633
330.0,-57.13863590319477
331.0,-53.378865990722765
332.0,-49.81799467587471
333.0,-46.44989552861284
334.0,-43.268251980506776
335.0,-40.26659080937271
336.0,-37.438316670609964
337.0,-34.7767468152261
338.0,-32.27514528451643
339.0,-29.926756005683497
340.0,-27.72483433216308
341.0,-25.662676677921834
342.0,-23.73364798741882
343.0,-21.931206863196728
344.0,-20.24892824211976
345.0,-18.680523570028807
346.0,-17.21985847395676
347.0,-15.860967971915043
348.0,-14.598069293498211
349.0,-13.425572410962152
350.0,-12.338088400804194
351.0,-11.33043577093654
352.0,-10.39764489898551
353.0,-9.534960733708058
354.0,-8.737843914574059
355.0,-8.001970464760266
356.0,-7.323230210624653
357.0,-6.697724076612764
358.0,-6.121760398892131
359.0,-5.591850394153989
360.0,-5.104702912278778
361.0,-4.657218593193068
362.0,-4.246483539485936
363.0,-3.869762607393183
364.0,-3.5244924097695245
365.0,-3.208274115783354
366.0,-2.918866123402645
367.0,-2.6541766723796387
368.0,-2.412256457458424
369.0,-2.1912912939727214
370.0,-1.9895948809095172
371.0,-1.8056016999097297
372.0,-1.6378600825722387
373.0,-1.4850254728255514
374.0,-1.3458539060262527
375.0,-1.2191957218241738
376.0,-1.1039895236844284
377.0,-0.9992563942553292
378.0,-0.9040943724957682
379.0,-0.8176731956000377
380.0,-0.7392293062562754
381.0,-0.6680611236183652
382.0,-0.6035245745337422
383.0,-0.5450288800228261
384.0,-0.4920325907240107
385.0,-0.44403986397474504
386.0,-0.4005969743701776
387.0,-0.3612890490025524
388.0,-0.3257370181148769
389.0,-0.29359477158134534
390.0,-0.26454651143491065
391.0,-0.23830429058237926
392.0,-0.2146057278629211
393.0,-0.19321188970266223
394.0,-0.17390532878266496
395.0,-0.1564882703583431
396.0,-0.14078093713452877
397.0,-0.12662000390257952
398.0,-0.11385717347579868
399.0,-0.10235786580964283
400.0,-0.0920000125574813
401.0,-0.08267294968539088
402.0,-0.07427640114606038
403.0,-0.06671954698818396
404.0,-0.05992016965051547
405.0,-0.05380387255612978
406.0,-0.04830336548018881
407.0,-0.04335781151175945
408.0,-0.03891223076557086
409.0,-0.034916956321925076
410.0,-0.0313271381815118
411.0,-0.02810229131610542
412.0,-0.025205884175712432
413.0,-0.022604964277617087
414.0,-0.020269817752951703
415.0,-0.018173659962090347
416.0,-0.016292354511622885
417.0,-0.01460415821326505
418.0,-0.013089489719262796
419.0,-0.011730719750131733
420.0,-0.010511980999483712
421.0,-0.009418995957786435
422.0,-0.008438921042753842
423.0,-0.007560205559268335
424.0,-0.006772464136872253
425.0,-0.006066361408515147
426.0,-0.005433507800986998
427.0,-0.00486636540584915
428.0,-0.004358162990249236
429.0,-0.0039028192902860873
430.0,-0.0034948738060784986
431.0,-0.00312942438786722
432.0,-0.0028020709667943744
433.0,-0.002508864842891504
434.0,-0.002246262996671028
435.0,-0.0020110869399442783
436.0,-0.0018004856664357782
437.0,-0.0016119023037715677
438.0,-0.0014430441058009551
439.0,-0.001291855458261565
440.0,-0.0011564936017900444
441.0,-0.0010353068044706658
442.0,-0.0009268147417362116
443.0,-0.0008296908647085785
444.0,-0.0007427465591927055
445.0,-0.0006649169167028253
446.0,-0.000595247956275743
447.0,-0.0005328851515712148
448.0,-0.000477063132018172
449.0,-0.0004270964396724537
450.0,-0.0003823712351278534
