Wavelength (nm),[θ]
173.0,-35166.74964011088
174.0,-43342.25130715877
175.0,-48669.192556924296
176.0,-50926.258945202884
177.0,-50151.65803020579
178.0,-46648.90097546845
179.0,-40964.14386628074
180.0,-33837.01084065152
181.0,-26130.641664184008
182.0,-18749.551318500216
183.0,-12555.300211315565
184.0,-8289.79959249907
185.0,-6514.471818487902
186.0,-7570.842451011826
187.0,-11564.98697389683
188.0,-18375.13183239213
189.0,-27679.07628881169
190.0,-38996.2664342985
191.0,-51738.44719386912
192.0,-65262.80862397803
193.0,-78922.26864974943
194.0,-92108.76024850042
195.0,-104286.8597524861
196.0,-115016.5694507643
197.0,-123965.36895184589
198.0,-130910.65858449152
199.0,-135734.38315290527
200.0,-138411.95036678686
201.0,-138997.59062157845
202.0,-137608.11263908452
203.0,-134406.67031144098
204.0,-129587.74382912667
205.0,-123364.1151547512
206.0,-115956.2308135802
207.0,-107584.02393360242
208.0,-98461.02739972649
209.0,-88790.45329970257
210.0,-78762.83371743714
211.0,-68554.80161756612
212.0,-58328.622303796044
213.0,-48232.149344743004
214.0,-38398.95872198661
215.0,-28948.4983748984
216.0,-19986.167383291937
217.0,-11603.303014130213
218.0,-3877.1010814604433
219.0,3129.4754885034836
220.0,9367.732226352566
221.0,14803.156448825788
222.0,19415.153804658996
223.0,23196.5720206208
224.0,26152.997351088772
225.0,28301.83053352084
226.0,29671.167637448667
227.0,30298.52539771801
228.0,30229.45959784769
229.0,29516.12870748097
230.0,28215.853763017392
231.0,26389.72031556268
232.0,24101.26029649728
233.0,21415.242080621567
234.0,18396.58700432098
235.0,15109.421094746273
236.0,11616.262523647596
237.0,7977.338792142512
238.0,4250.023099143298
239.0,488.37673774719957
240.0,-3257.216489476982
241.0,-6940.337260897429
242.0,-10518.750922883371
243.0,-13954.570390875118
244.0,-17214.36875516508
245.0,-20269.246135298814
246.0,-23094.85321845685
247.0,-25671.372321353796
248.0,-27983.4558228284
249.0,-30020.12144002391
250.0,-31774.604016395344
251.0,-33244.16415911471
252.0,-34429.85508103856
253.0,-35336.250228694524
254.0,-35971.13557372569
255.0,-36345.17168406092
256.0,-36471.531766513806
257.0,-36365.522704134695
258.0,-36044.196647073
259.0,-35525.96093025661
260.0,-34830.19398545439
261.0,-33976.874511283386
262.0,-32986.23050119311
263.0,-31878.41385677178
264.0,-30673.205288870122
265.0,-29389.753091084032
266.0,-28046.348216274462
267.0,-26660.236949262882
268.0,-25247.471392629715
269.0,-23822.797004012955
270.0,-22399.57556953027
271.0,-20989.741286684974
272.0,-19603.78707039455
273.0,-18250.77778878849
274.0,-16938.386875730244
275.0,-15672.952643901359
276.0,-14459.550621091781
277.0,-13302.078335817092
278.0,-12203.349167893984
279.0,-11165.19213615619
280.0,-10188.554800658632
281.0,-9273.606793262403
282.0,-8419.841842927532
283.0,-7626.176516905177
284.0,-6891.044245075046
285.0,-6212.483522929721
286.0,-5588.219492360573
287.0,-5015.7383736865695
288.0,-4492.354464355529
289.0,-4015.2696280980467
290.0,-3581.6253730284716
291.0,-3188.5477593409914
292.0,-2833.185488748027
293.0,-2512.741611159854
294.0,-2224.499342204345
295.0,-1965.8425211493984
296.0,-1734.27125579605
297.0,-1527.4133020824743
298.0,-1343.0317144578935
299.0,-1179.029281314275
300.0,-1033.4502304094449
301.0,-904.4796544960714
302.0,-790.4410692120214
303.0,-689.7924753166717
304.0,-601.1212569224365
305.0,-523.1382075534224
306.0,-454.6709375056708
307.0,-394.65687971478974
308.0,-342.13607759719
309.0,-296.2439074035724
310.0,-256.20385965591527
311.0,-221.32047927331547
312.0,-190.9725419822871
313.0,-164.60652544307663
314.0,-141.7304170463398
315.0,-121.90788635259885
316.0,-104.75283844793981
317.0,-89.92435485121933
318.0,-77.1220208064878
319.0,-66.08163160974625
320.0,-56.57126584133486
321.0,-48.387709806604676
322.0,-41.35321494554526
323.0,-35.31256829046039
324.0,-30.130455080220912
325.0,-25.689092247426043
326.0,-21.886111564683024
327.0,-18.632671667241002
328.0,-15.851778874953292
329.0,-13.476797643711642
330.0,-11.45013252376778
331.0,-9.72206463911523
332.0,-8.249726887094655
333.0,-6.996203257610256
334.0,-5.929738860882483
335.0,-5.0230484116320495
336.0,-4.252712031233547
337.0,-3.598648287180791
338.0,-3.043655384168411
339.0,-2.573012349060493
340.0,-2.1741329111151666
341.0,-1.8362655689742453
342.0,-1.5502340584023278
343.0,-1.3082130918837909
344.0,-1.1035348360130177
345.0,-0.9305221286966564
346.0,-0.784344919389844
347.0,-0.6608968459293487
348.0,-0.556689245061684
349.0,-0.4687602344919934
350.0,-0.3945968060769588
351.0,-0.33206813635412846
352.0,-0.2793685554368014
353.0,-0.2349688216765288
354.0,-0.19757453043286052
355.0,-0.16609064357974176
356.0,-0.13959126456747967
357.0,-0.11729390426347261
358.0,-0.09853758750771294
359.0,-0.08276424122357916
360.0,-0.06950288370878811
361.0,-0.05835620290175865
362.0,-0.04898917031484398
363.0,-0.04111938813525751
364.0,-0.03450891076645426
365.0,-0.028957319741675456
366.0,-0.024295863299887283
367.0,-0.02038249968456882
368.0,-0.017097707030628236
369.0,-0.014340943087594126
370.0,-0.012027655461440913
371.0,-0.010086757954262523
372.0,-0.008458501297309887
373.0,-0.007092677417655011
374.0,-0.005947105619041347
375.0,-0.004986356923912421
376.0,-0.004180679514896551
377.0,-0.003505093901196868
378.0,-0.0029386312653929586
379.0,-0.0024636925452795155
380.0,-0.0020655092817302443
381.0,-0.001731690209806494
382.0,-0.0014518400656709169
383.0,-0.0012172391940117166
384.0,-0.0010205743274216922
385.0,-0.0008557124197848728
386.0,-0.0007175106921814455
387.0,-0.0006016571278635553
388.0,-0.0005045365628675294
389.0,-0.0004231182866374868
390.0,-0.00035486171456573383
391.0,-0.0002976372402119189
392.0,-0.00024965983491783534
393.0,-0.0002094333499524121
394.0,-0.0001757038025175995
395.0,-0.0001474202014953089
396.0,-0.00012370169981603887
397.0,-0.00010381005462503972
398.0,-8.71265397932049e-05
399.0,-7.313259264827101e-05
400.0,-6.139359220643248e-05
401.0,-5.1545263139061744e-05
402.0,-4.3282281143146696e-05
403.0,-3.634872376522416e-05
404.0,-3.053006813648923e-05
405.0,-2.564648526181681e-05
406.0,-2.1547220941387373e-05
407.0,-1.8105887330209167e-05
408.0,-1.5216517600976235e-05
409.0,-1.2790260046244906e-05
410.0,-1.0752607973931654e-05
411.0,-9.041078535018482e-06
412.0,-7.603267694425133e-06
413.0,-6.3952203523202635e-06
414.0,-5.380064510616258e-06
415.0,-4.526866666085235e-06
416.0,-3.8096725559809537e-06
417.0,-3.2067032011782113e-06
418.0,-2.6996810676601955e-06
419.0,-2.273265252337767e-06
420.0,-1.9145780217079477e-06
421.0,-1.6128078990954136e-06
422.0,-1.3588768981710417e-06
423.0,-1.1451615125517738e-06
424.0,-9.652587567882048e-07
425.0,-8.137899659348611e-07
426.0,-6.862362435829413e-07
427.0,-5.788004389213763e-07
428.0,-4.882913632582428e-07
429.0,-4.120266515940011e-07
430.0,-3.4775125716965253e-07
431.0,-2.9356905474306686e-07
432.0,-2.4788543702376673e-07
433.0,-2.0935913107817472e-07
434.0,-1.7686174837022312e-07
435.0,-1.4944382244584642e-07
436.0,-1.2630628965537076e-07
437.0,-1.0677653706189532e-07
438.0,-9.028828310277216e-08
439.0,-7.636467509230769e-08
440.0,-6.460408699198532e-08
441.0,-5.4668184141878815e-08
442.0,-4.627189144954886e-08
443.0,-3.917496005346731e-08
444.0,-3.317487654525144e-08
445.0,-2.8100899980087363e-08
446.0,-2.3809046410478105e-08
447.0,-2.0177869619567184e-08
448.0,-1.7104911006899402e-08
449.0,-1.450371194596249e-08
450.0,-1.2301299021046529e-08
