Wavelength (nm),[θ]
360.0,-5.227932195665914e-07
361.0,-4.179964237415681e-07
362.0,-3.342426281656213e-07
363.0,-2.673015115047996e-07
364.0,-2.137936819289069e-07
365.0,-1.7101951908351174e-07
366.0,-1.3682241851305054e-07
367.0,-1.0947953382737052e-07
368.0,-8.761449452669558e-08
369.0,-7.01276840556219e-08
370.0,-5.6140548190786304e-08
371.0,-4.495111228512538e-08
372.0,-3.599845248761817e-08
373.0,-2.8834319126079383e-08
374.0,-2.310047265712003e-08
375.0,-1.8510582117289124e-08
376.0,-1.4835767400226907e-08
377.0,-1.1893051582951124e-08
378.0,-9.536137251535777e-09
379.0,-7.648038790655383e-09
380.0,-6.135196868811784e-09
381.0,-4.922776642692214e-09
382.0,-3.950911334872508e-09
383.0,-3.1717008584579015e-09
384.0,-2.546813507522804e-09
385.0,-2.0455693509756366e-09
386.0,-1.6434084158078429e-09
387.0,-1.3206662666689469e-09
388.0,-1.061595175244512e-09
389.0,-8.535815180029605e-10
390.0,-6.865199777824427e-10
391.0,-5.523130590869951e-10
392.0,-4.4447076259969796e-10
393.0,-3.577903236570339e-10
394.0,-2.880999596183622e-10
395.0,-2.3205379766124819e-10
396.0,-1.8696773155406381e-10
397.0,-1.506880143347414e-10
398.0,-1.2148603808240405e-10
399.0,-9.797406554735728e-11
400.0,-7.903772791670766e-11
401.0,-6.378194161573921e-11
402.0,-5.148756723533207e-11
403.0,-4.157666932930666e-11
404.0,-3.358466400777358e-11
405.0,-2.7137983573961807e-11
406.0,-2.1936161170498143e-11
407.0,-1.7737457298855102e-11
408.0,-1.434732516058059e-11
409.0,-1.1609151833714231e-11
410.0,-9.396824366662754e-12
411.0,-7.608759556697877e-12
412.0,-6.163107965372036e-12
413.0,-4.9939001921015565e-12
414.0,-4.047949444114621e-12
415.0,-3.2823612954817332e-12
416.0,-2.662531050532581e-12
417.0,-2.1605327813008895e-12
418.0,-1.7538230653297292e-12
419.0,-1.4241976455430293e-12
420.0,-1.156951417044524e-12
421.0,-9.402019160424844e-13
422.0,-7.643443233313757e-13
423.0,-6.216122828905142e-13
424.0,-5.057238826253808e-13
425.0,-4.115961952777136e-13
426.0,-3.351150302635697e-13
427.0,-2.729491596411172e-13
428.0,-2.2240038015683845e-13
429.0,-1.8128245982844792e-13
430.0,-1.4782337313536145e-13
431.0,-1.205863188247142e-13
432.0,-9.840589091360709e-14
433.0,-8.033647864315253e-14
434.0,-6.56105385918913e-14
435.0,-5.360483891491881e-14
436.0,-4.381314344015989e-14
437.0,-3.582409955151215e-14
438.0,-2.930333241748332e-14
439.0,-2.3978940430587467e-14
440.0,-1.9629741745982084e-14
441.0,-1.6075746814211643e-14
442.0,-1.31704326355961e-14
443.0,-1.0794475822779533e-14
444.0,-8.850667224744446e-15
445.0,-7.259783883577576e-15
446.0,-5.9572369144814765e-15
447.0,-4.890348492953453e-15
448.0,-4.0161390898990005e-15
449.0,-3.2995286962779768e-15
450.0,-2.7118740557585668e-15
