Wavelength (nm),[θ]
142.0,-4.125536544367913e-05
143.0,-0.00014461379046645345
144.0,-0.00047564527591026503
145.0,-0.0014711512574922803
146.0,-0.0042879504891524456
147.0,-0.011801609307629265
148.0,-0.030731065645373225
149.0,-0.0758528946528687
150.0,-0.17779025450465802
151.0,-0.3964066429934103
152.0,-0.8421770632760404
153.0,-1.707688387147324
154.0,-3.3102161873113993
155.0,-6.143845352262511
156.0,-10.935971381539888
157.0,-18.699073519241605
158.0,-30.76605875316907
159.0,-48.79849055613398
160.0,-74.76372990750156
161.0,-110.89019721582669
162.0,-159.62783845657222
163.0,-223.65843975243723
164.0,-306.00989009449626
165.0,-410.3211930435873
166.0,-541.2746561827894
167.0,-705.1578233465507
168.0,-910.4484358525447
169.0,-1168.247818457383
170.0,-1492.344154363307
171.0,-1898.689547971515
172.0,-2404.138329434353
173.0,-3024.4190985212313
174.0,-3771.4820106455777
175.0,-4650.54184830303
176.0,-5657.28297850399
177.0,-6775.761975351521
178.0,-7977.508001611133
179.0,-9222.172861915007
180.0,-10459.841343139438
181.0,-11634.82130372059
182.0,-12690.450097913958
183.0,-13574.23919737711
184.0,-14242.58003285084
185.0,-14664.275627310462
186.0,-14822.34022284032
187.0,-14713.790805345718
188.0,-14347.487730004194
189.0,-13740.404987002117
190.0,-12912.966069342916
191.0,-11884.225704878727
192.0,-10667.689785701872
193.0,-9268.44907820031
194.0,-7682.082160742335
195.0,-5895.500620511994
196.0,-3889.6130936727905
197.0,-1643.4207974117944
198.0,861.0368828004061
199.0,3633.569300937624
200.0,6671.237753629845
201.0,9954.868622486594
202.0,13447.109152608366
203.0,17092.254996774114
204.0,20817.86311406412
205.0,24537.964557278123
206.0,28157.531767268618
207.0,31577.748848953914
208.0,34701.58682795135
209.0,37439.196833953356
210.0,39712.693740077564
211.0,41459.997859640054
212.0,42637.51771328123
213.0,43221.57765460897
214.0,43208.60722318954
215.0,42614.20450581969
216.0,41471.25719974457
217.0,39827.34980455292
218.0,37741.703966298606
219.0,35281.89451220756
220.0,32520.560864409872
221.0,29532.297837254016
222.0,26390.866899597553
223.0,23166.823894797137
224.0,19925.61611809398
225.0,16726.163601557793
226.0,13619.908350979937
227.0,10650.291963687097
228.0,7852.606503075049
229.0,5254.155034241614
230.0,2874.6557326335637
231.0,726.8256503572051
232.0,-1182.914286818459
233.0,-2853.663929283767
234.0,-4289.24054165769
235.0,-5497.38109825255
236.0,-6488.97571328245
237.0,-7277.350369790209
238.0,-7877.610886811017
239.0,-8306.054991130752
240.0,-8579.655393481149
241.0,-8715.613795689165
242.0,-8730.983625341254
243.0,-8642.357847059824
244.0,-8465.617280529777
245.0,-8215.734329066314
246.0,-7906.626776562613
247.0,-7551.056257826758
248.0,-7160.566083597382
249.0,-6745.453262702541
250.0,-6314.769781231221
251.0,-5876.348454808459
252.0,-5436.848955072644
253.0,-5001.819919440671
254.0,-4575.773380286517
255.0,-4162.268092147942
256.0,-3763.9986893758855
257.0,-3382.8879667542287
258.0,-3020.1799362696042
259.0,-2676.5316681510135
260.0,-2352.102267239527
261.0,-2046.6376607902805
262.0,-1759.5501758346923
263.0,-1489.9921591878897
264.0,-1236.9231382535718
265.0,-999.1702344290536
266.0,-775.4817228609064
267.0,-564.5737833758026
268.0,-365.1706093712276
269.0,-176.0381367643977
270.0,3.9882732826719995
271.0,175.98181300996083
272.0,340.90744930535817
273.0,499.6099489061393
274.0,652.8062601657781
275.0,801.0818037777722
276.0,944.8902309497871
277.0,1084.556218141667
278.0,1220.28088121985
279.0,1352.1494077144623
280.0,1480.1405230948285
281.0,1604.1374251832306
282.0,1723.9398397948992
283.0,1839.2768703695137
284.0,1949.820334787432
285.0,2055.1983038304065
286.0,2155.008577944346
287.0,2248.831862153918
288.0,2336.2444231763275
289.0,2416.830037928384
290.0,2490.1910685872044
291.0,2555.958525949231
292.0,2613.801009768795
293.0,2663.4324417264993
294.0,2704.6185333228555
295.0,2737.181956934682
296.0,2761.006213128471
297.0,2776.0382107256946
298.0,2782.289597717022
299.0,2779.8369006233925
300.0,2768.8205470505413
301.0,2749.4428607873992
302.0,2721.965130728503
303.0,2686.703864092359
304.0,2644.0263408622573
305.0,2594.3455901554544
306.0,2538.1149104491838
307.0,2475.822054426081
308.0,2407.983195856671
309.0,2335.1367906562887
310.0,2257.8374373051333
311.0,2176.649833486188
312.0,2092.1429163661187
313.0,2004.884263707475
314.0,1915.4348222366916
315.0,1824.3440186672794
316.0,1732.1452977370802
317.0,1639.3521207844399
318.0,1546.454447956322
319.0,1453.9157172777946
320.0,1362.1703246543434
321.0,1271.6216005330214
322.0,1182.6402714940518
323.0,1095.5633885316702
324.0,1010.6936982373907
325.0,928.2994285221318
326.0,848.6144568880044
327.0,771.8388265494239
328.0,698.1395738565999
329.0,627.6518294297854
330.0,560.4801550986047
331.0,496.70007908039884
332.0,436.3597927433329
333.0,379.48197370157806
334.0,326.0657017993916
335.0,276.0884366781391
336.0,229.50802800932192
337.0,186.2647320459118
338.0,146.28321082784362
339.0,109.47449311582113
340.0,75.73787886767873
341.0,44.962771767100726
342.0,17.03042692639403
343.0,-8.184396619685566
344.0,-30.811886659348545
345.0,-50.98573762908186
346.0,-68.84182334727902
347.0,-84.51698465961424
348.0,-98.14793236646098
349.0,-109.87026436260382
350.0,-119.81759466983361
351.0,-128.12079097834723
352.0,-134.90731642539998
353.0,-140.30067061955467
354.0,-144.41992435501754
355.0,-147.3793420406368
356.0,-149.28808557933434
357.0,-150.2499932627654
358.0,-150.36342717958897
359.0,-149.72118266081654
360.0,-148.41045338954257
361.0,-146.51284597289086
362.0,-144.10443799969346
363.0,-141.2558738776704
364.0,-138.0324930487919
365.0,-134.4944855121971
366.0,-130.6970699324199
367.0,-126.69068996961218
368.0,-122.5212248316793
369.0,-118.23021041032172
370.0,-113.85506771931428
371.0,-109.42933570007969
372.0,-104.98290579357173
373.0,-100.54225599619576
374.0,-96.1306824190064
375.0,-91.7685266523645
376.0,-87.47339750168356
377.0,-83.26038590331352
378.0,-79.14227205285445
379.0,-75.12972398138436
380.0,-71.23148699863295
381.0,-67.45456358660995
382.0,-63.804383473385194
383.0,-60.28496374550362
384.0,-56.89905896988098
385.0,-53.6483013930361
386.0,-50.53333136824631
387.0,-47.553918230809714
388.0,-44.709071899126364
389.0,-41.99714552593189
390.0,-39.415929560738135
391.0,-36.96273761243265
392.0,-34.634484521028924
393.0,-32.42775706066903
394.0,-30.338877703045924
395.0,-28.363961872240136
396.0,-26.498969119313028
397.0,-24.739748638552918
398.0,-23.082079537671053
399.0,-21.521706262047307
400.0,-20.054369558868093
401.0,-18.675833351113024
402.0,-17.381907874268055
403.0,-16.16846941070154
404.0,-15.03147693817511
405.0,-13.966985990222426
406.0,-12.971160007360904
407.0,-12.040279439496315
408.0,-11.170748841599647
409.0,-10.359102186918614
410.0,-9.602006604739005
411.0,-8.89626473312063
412.0,-8.238815861162788
413.0,-7.626736020254391
414.0,-7.057237169464046
415.0,-6.5276656067428345
416.0,-6.035499724957892
417.0,-5.578347219939049
418.0,-5.153941846698306
419.0,-4.760139809750241
420.0,-4.394915863999591
421.0,-4.056359193942826
422.0,-3.742669130919459
423.0,-3.4521507608169424
424.0,-3.1832104679422284
425.0,-2.934351454687518
426.0,-2.7041692711038143
427.0,-2.4913473835122457
428.0,-2.294652806798963
429.0,-2.1129318210156227
430.0,-1.9451057893112567
431.0,-1.7901670910200114
432.0,-1.647175180890128
433.0,-1.515252782933128
434.0,-1.3935822251688597
435.0,-1.2814019196165933
436.0,-1.1780029902066678
437.0,-1.0827260498398699
438.0,-0.9949581265789487
439.0,-0.9141297378986983
440.0,-0.8397121110278946
441.0,-0.7712145466714344
442.0,-0.7081819227870949
443.0,-0.6501923345939651
444.0,-0.5968548665951955
445.0,-0.5478074920938419
446.0,-0.5027150954555234
447.0,-0.46126761221603335
448.0,-0.4231782820356577
449.0,-0.388182009457398
450.0,-0.35603382742534706
