Wavelength (nm),[θ]
304.0,229.3212256826554
305.0,218.1623479825638
306.0,207.00047144859954
307.0,195.8883745599459
308.0,184.8779743472459
309.0,174.01929059498073
310.0,163.35957191000892
311.0,152.9425808501464
312.0,142.80803327644153
313.0,132.99118498025334
314.0,123.52255661329218
315.0,114.42778614911278
316.0,105.72759662373365
317.0,97.43786580091526
318.0,89.56978371205243
319.0,82.13008373219678
320.0,75.12133295108164
321.0,68.54226804308337
322.0,62.3881635832387
323.0,56.65122074126294
324.0,51.320965452763744
325.0,46.38464645789629
326.0,41.8276249573115
327.0,37.633749013412185
328.0,33.78570717835321
329.0,30.265357122955816
330.0,27.05402624442737
331.0,24.132782324691913
332.0,21.482673281392866
333.0,19.084935892746653
334.0,16.921174083400167
335.0,14.973507933838873
336.0,13.224695026955498
337.0,11.65822608113216
338.0,10.25839705055903
339.0,9.010360012669645
340.0,7.900155222230988
341.0,6.914726704519004
342.0,6.041923698476392
343.0,5.270490156388939
344.0,4.590044370067357
345.0,3.991050634303882
346.0,3.464784684813142
347.0,3.003294467065668
348.0,2.599357610297257
349.0,2.2464368023013903
350.0,1.9386340891210057
351.0,1.6706449622361852
352.0,1.4377129462523421
353.0,1.2355852636717537
354.0,1.06047003071555
355.0,0.9089953295003357
356.0,0.7781704069141845
357.0,0.6653491687286767
358.0,0.5681960680560747
359.0,0.48465442928586966
360.0,0.412917201094875
361.0,0.3514000939540345
362.0,0.2987170276826273
363.0,0.25365779197872707
364.0,0.21516780648426626
365.0,0.1823298558861483
366.0,0.15434766894927415
367.0,0.13053120743997382
368.0,0.11028353092964653
369.0,0.09308910585046717
370.0,0.07850343137014612
371.0,0.066143860198343
372.0,0.05568149894103031
373.0,0.0468340797527236
374.0,0.03935970252932074
375.0,0.03305135451713399
376.0,0.027732121812220855
377.0,0.023251014652961765
378.0,0.019479335566008723
379.0,0.016307526237338464
380.0,0.013642435395808067
381.0,0.011404955985157757
382.0,0.009527985446306363
383.0,0.007954668031835635
384.0,0.006636882735196643
385.0,0.0055339446520758
386.0,0.004611491419519628
387.0,0.003840529822484661
388.0,0.003196620742425439
389.0,0.002659183374612118
390.0,0.0022109020867178424
391.0,0.0018372214572559193
392.0,0.001525916944341727
393.0,0.0012667303175827556
394.0,0.0010510604618884911
395.0,0.0008717014533640769
396.0,0.0007226209343364931
397.0,0.0005987727954648542
398.0,0.0004959390246990048
399.0,0.0004105963208957505
400.0,0.00033980370800233467
401.0,0.00028110793627443304
402.0,0.00023246393109146703
403.0,0.00019216795741804416
404.0,0.0001588015175668356
405.0,0.000131184299349424
406.0,0.00010833474773489257
407.0,8.943705171361755e-05
408.0,7.381352438053348e-05
409.0,6.0901512836676634e-05
410.0,5.023410929730119e-05
411.0,4.1424049204035e-05
412.0,3.4150279121723486e-05
413.0,2.8146759308417436e-05
414.0,2.3193135276386873e-05
415.0,1.9106971301975837e-05
416.0,1.5737288313256917e-05
417.0,1.2959190274816864e-05
418.0,1.0669398285394735e-05
419.0,8.782541119356368e-06
420.0,7.228075740304745e-06
421.0,5.947732128878288e-06
422.0,4.89339422091189e-06
423.0,4.025343375980718e-06
424.0,3.310803038374374e-06
425.0,2.7227334922272375e-06
426.0,2.238834170544759e-06
427.0,1.840718124867028e-06
428.0,1.5132292265079747e-06
429.0,1.243877643859276e-06
430.0,1.0223732848174525e-06
431.0,8.402403448320407e-07
432.0,6.904989734333679e-07
433.0,5.674024610392934e-07
434.0,4.662203335174381e-07
435.0,3.8305939150124954e-07
436.0,3.1471610095727237e-07
437.0,2.585548778957556e-07
438.0,2.1240775258694108e-07
439.0,1.744916798882492e-07
440.0,1.4334040956610678e-07
441.0,1.1774836652974312e-07
442.0,9.672443459934144e-08
443.0,7.945390454962157e-08
444.0,6.52671507932951e-08
445.0,5.361385207644475e-08
446.0,4.40417789863322e-08
447.0,3.617934242312017e-08
448.0,2.9721238683815993e-08
449.0,2.441664361034807e-08
450.0,2.005950464096999e-08
